notas_tecnicas_id,id_nota_hoja,nombre_nota,procedimiento_id,cups,nombre_procedimiento,tarifa
1429,6,MALLAMAS 2025,332,939403,RADIOGRAFIA DE PUAO O MUAECA,0.00
1430,6,MALLAMAS 2025,333,943102,VACUNACION COMBINADA CONTRA HAEMOPHILUS INFLUENZA TIPO B - DIFTERIA - TETANOS - TOS FERINA Y HEPATITIS B ( PENTAVALENTE ),0.00
1431,6,MALLAMAS 2025,334,944002,VACUNACION CONTRA POLIOMIELITIS ( VOP O IVP ),0.00
1432,6,MALLAMAS 2025,335,944102,VACUNACION CONTRA HEPATITIS A,0.00
1433,6,MALLAMAS 2025,336,944202,VACUNACION CONTRA HEPATITIS B,0.00
1403,6,MALLAMAS 2025,337,950601,OBTURACION TEMPORAL POR DIENTE,0.00
1404,6,MALLAMAS 2025,338,960201,INSERCION DE VIA AEREA OROFARINGEA,0.00
1439,6,MALLAMAS 2025,339,960701,INSERCION DE OTRO TUBO O SONDA NASO-GASTRICA ( INTUBACION PARA DECOMPRESION ),0.00
1405,6,MALLAMAS 2025,340,961401,EXTRACCION DE SUTURAS DE PARED ABDOMINAL,0.00
1406,6,MALLAMAS 2025,341,961601,EXTRACCION SIN INCISION DE CUERPO EXTRAAO DE CONDUCTO AUDITIVO EXTERNO,0.00
1407,6,MALLAMAS 2025,343,963301,SUTURA O REPARACION DE LACERACION ( HERIDA ) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
1440,6,MALLAMAS 2025,344,963801,EXTRACCION DIGITAL O MANUAL DE HECES IMPACTADAS,0.00
1442,6,MALLAMAS 2025,345,963901,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
1444,6,MALLAMAS 2025,346,965101,ADMINISTRACION DE TOXOIDE DE TETANOS. -- EXCY : ADMINISTRACION DE ANTITOXINA TETANICA ( 99. 4. 1. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
1409,6,MALLAMAS 2025,347,965201,VACUNACION CONTRA RABIA,0.00
1410,6,MALLAMAS 2025,348,965301,DERECHOS DE SALA DE PEQUEAA CIRUGIA ( SUTURAS ),0.00
1411,6,MALLAMAS 2025,349,965901,"LAVADO, IRRIGACION Y CUIDADOS DE HERIDA EN AREA GENERAL",0.00
1412,6,MALLAMAS 2025,350,970101,SUSTITUCION DE TUBO (SONDA) NASOGASTRICO O DE ESOFAGOSTOMIA,0.00
1413,6,MALLAMAS 2025,351,971101,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO SUPERIOR,0.00
1414,6,MALLAMAS 2025,352,971201,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO INFERIOR,0.00
1445,6,MALLAMAS 2025,353,971401,SUSTITUCION DE OTRO DISPOSITIVO PARA INMOVILIZACION MUSCULOESQUELETICA,0.00
1446,6,MALLAMAS 2025,354,971601,SUSTITUCION DE TAPON O DRENAJE DE HERIDA,0.00
1447,6,MALLAMAS 2025,355,972101,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PASTO ( NARIAO ),0.00
1448,6,MALLAMAS 2025,357,973201,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A MOCOA ( PUTUMAYO ),0.00
1449,6,MALLAMAS 2025,358,973801,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PUERTO ASIS ( PUTUMAYO ),0.00
1450,6,MALLAMAS 2025,360,976501,EXTRACCION DE DISPOSITIVO URETRAL,0.00
1451,6,MALLAMAS 2025,361,977101,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
1452,6,MALLAMAS 2025,362,977501,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A COLON ( PUTUMAYO ),0.00
1453,6,MALLAMAS 2025,363,978301,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
1423,6,MALLAMAS 2025,364,981101,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
1424,6,MALLAMAS 2025,365,981201,EXTRACCION DE CUERPO EXTRANO DE LA NARIZ SIN INCISION VIA TRANSNASAL,0.00
1454,6,MALLAMAS 2025,366,981701,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,0.00
1426,6,MALLAMAS 2025,367,982101,EXTRACCION DE CUERPO EXTRANO SUPERFICIAL DE LA CONJUNTIVA,0.00
1427,6,MALLAMAS 2025,368,982102,EXTRACCION DE CUERPO EXTRANO SUPERFICIAL EN CORNEA O ESCLEROTICA,0.00
1455,6,MALLAMAS 2025,369,982201,EXTRACCION SIN INCISION DE CUERPO EXTRANO NO INTRALUMINAL EN CUELLO O CABEZA,0.00
1456,6,MALLAMAS 2025,370,982501,EXTRACCION SIN INCISION DE CUERPO EXTRANO NO INTRALUMINAL EN OTRO SITIO SALVO EN VULVA - PENE O ESCROTO,0.00
1457,6,MALLAMAS 2025,371,982601,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MANO,0.00
1458,6,MALLAMAS 2025,372,982701,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN BRAZO Y ANTEBRAZO,0.00
1459,6,MALLAMAS 2025,373,982801,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN PIE,0.00
1460,6,MALLAMAS 2025,374,982901,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MIEMBRO INFERIOR SALVO PIE,0.00
1271,6,MALLAMAS 2025,391,990211,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
1434,6,MALLAMAS 2025,393,991402,APLICACION INMUNOGLOBULINA ANTIRRABICA,0.00
1435,6,MALLAMAS 2025,394,991403,APLICACION INMUNOGLOBULINA ANTITETANICA,0.00
1436,6,MALLAMAS 2025,395,991601,INYECCION DE ANTIDOTO,0.00
1437,6,MALLAMAS 2025,396,991801,INFUSION O ADMINISTRACION DE SOLUCIONES DE LIQUIDOS Y ELECTROLITOS,0.00
1438,6,MALLAMAS 2025,399,992990,INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA O PROFILACTICA,0.00
1463,6,MALLAMAS 2025,400,993102,VACUNACION CONTRA FIEBRE AMARILLA,0.00
1467,6,MALLAMAS 2025,401,993103,VACUNACION CONTRA MENINGOCOCO (AC O BC),0.00
1469,6,MALLAMAS 2025,402,993104,VACUNACION CONTRA SARAMPION. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1441,6,MALLAMAS 2025,403,993105,VACUNACION CONTRA PAROTIDITIS. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1470,6,MALLAMAS 2025,404,993106,VACUNACION CONTRA RUBEOLA. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1443,6,MALLAMAS 2025,405,993107,CONSEJERIA EN VIH,0.00
1471,6,MALLAMAS 2025,406,993120,VACUNACION CONTRA VARICELA,0.00
1472,6,MALLAMAS 2025,407,993122,VACUNACION CONTRA INFLUENZA,0.00
1473,6,MALLAMAS 2025,408,993130,VACUNACION CONTRA ROTAVIRUS,0.00
1474,6,MALLAMAS 2025,409,993501,VACUNACION COMBINADA CONTRA SARAMPION Y RUBEOLA [ SR ] ( DOBLE VIRAL ),0.00
1477,6,MALLAMAS 2025,410,993502,VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ),0.00
1483,6,MALLAMAS 2025,411,993503,ADMINISTRACION DE ANTITOXINA TETANICA,0.00
1484,6,MALLAMAS 2025,412,993504,ADMINISTRACION DE ANTITOXINA DIFTERICA,0.00
1486,6,MALLAMAS 2025,413,993505,VACUNACIÓN CONTRA RABIA,0.00
1487,6,MALLAMAS 2025,414,993506,VIH - PRUEBA RAPIDA,0.00
1488,6,MALLAMAS 2025,415,993507,HEPATITIS B - PRUEBA RAPIDA,0.00
1489,6,MALLAMAS 2025,416,993508,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,0.00
1490,6,MALLAMAS 2025,417,993509,ANTIBIOGRAMA ( DISCO ),0.00
1491,6,MALLAMAS 2025,418,993510,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO,0.00
1494,6,MALLAMAS 2025,419,993512,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL,0.00
1496,6,MALLAMAS 2025,420,993513,VACUNACION CONTRA VIRUS PAPILOMA HUMANO [VPH],0.00
1497,6,MALLAMAS 2025,421,993520,BACILOSCOPIA COLORACION ACIDO ALCOHOL - RESISTENTE [ ZIEHL - NEELSEN ],0.00
1498,6,MALLAMAS 2025,422,993522,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
1461,6,MALLAMAS 2025,423,994101,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
1462,6,MALLAMAS 2025,424,994301,COLORACION GIEMSA Y LECTURA,0.00
1499,6,MALLAMAS 2025,425,995201,OTRA VACUNACION DEL PROGRAMA AMPLIADO DE INMUNIZACIONES,0.00
1464,6,MALLAMAS 2025,427,997002,CONTROL DE PLACA BACTERIANA,0.00
1465,6,MALLAMAS 2025,429,997105,APLICACION DE RESINA PREVENTIVA,0.00
1466,6,MALLAMAS 2025,430,997106,VACUNACION CONTRA TUBERCULOSIS [ BCG ],0.00
1500,6,MALLAMAS 2025,431,997107,VACUNACION CONTRA HAEMOPHILUS INFLUENZA TIPO B,0.00
1468,6,MALLAMAS 2025,432,997301,ADMINISTRACION DE TOXOIDE DIFTERICO. -- EXCY : ADMINISTRACION DE ANTITOXINA DIFTERICA ( 99. 4. 3. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
1158,2,NUEVA EPS CAPITA,9,230101,EXODONCIA DE DIENTE PERMANENTE UNIRRADICULAR,0.00
1157,2,NUEVA EPS CAPITA,10,230102,EXODONCIA DE DIENTE PERMANENTE MULTIRRADICULAR,0.00
1156,2,NUEVA EPS CAPITA,11,230103,EXODONCIA DE DIENTES PERMANENTES,0.00
1155,2,NUEVA EPS CAPITA,12,230201,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
1154,2,NUEVA EPS CAPITA,13,230202,EXODONCIA DE DIENTE TEMPORAL MULTIRRADICULAR,0.00
1153,2,NUEVA EPS CAPITA,14,230203,EXODONCIA DE DIENTES TEMPORALES,0.00
1152,2,NUEVA EPS CAPITA,600,231100,EXODONCIA QUIRURGICA UNIRRADICULAR SOD,0.00
1151,2,NUEVA EPS CAPITA,601,231200,EXODONCIA QUIRURGICA MULTIRRADICULAR SOD,0.00
1150,2,NUEVA EPS CAPITA,602,231301,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE INTRAORAL +,0.00
1149,2,NUEVA EPS CAPITA,603,231302,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE EXTRAORAL +,0.00
1148,2,NUEVA EPS CAPITA,604,231303,EXODONCIA DE DIENTE INCLUIDO,0.00
1147,2,NUEVA EPS CAPITA,605,231400,EXODONCIAS MULTIPLES CON ALVEOLOPLASTIA. POR CUADRANTE SOD,0.00
1146,2,NUEVA EPS CAPITA,17,232101,OBTURACION DENTAL CON AMALGAMA +,0.00
1145,2,NUEVA EPS CAPITA,18,232102,OBTURACION DENTAL CON RESINA DE FOTOCURADO,0.00
1144,2,NUEVA EPS CAPITA,19,232103,OBTURACION DENTAL CON IONOMERO DE VIDRIO,0.00
1143,2,NUEVA EPS CAPITA,606,232104,OBTURACION DENTAL,0.00
1142,2,NUEVA EPS CAPITA,607,232200,OBTURACION TEMPORAL POR DIENTE SOD,0.00
1141,2,NUEVA EPS CAPITA,21,232401,RECONSTRUCCION DE ANGULO INCISAL,0.00
1140,2,NUEVA EPS CAPITA,22,232402,RECONSTRUCCION TERCIO INCISAL,0.00
1139,2,NUEVA EPS CAPITA,608,235100,REIMPLANTE DE DIENTE SOD,0.00
1138,2,NUEVA EPS CAPITA,609,237101,PULPOTOMIA CON PULPECTOMIA +,0.00
1137,2,NUEVA EPS CAPITA,25,237102,PULPOTOMIA,0.00
1136,2,NUEVA EPS CAPITA,610,240200,DETARTRAJE SUBGINGIVAL SOD +,0.00
1135,2,NUEVA EPS CAPITA,611,240300,"ALISADO RADICULAR, CAMPO CERRADO SOD",0.00
1134,2,NUEVA EPS CAPITA,612,240400,DRENAJE DE COLECCION PERIODONTAL (CERRADO CON ALISADO RADICULAR) SOD+,0.00
1133,2,NUEVA EPS CAPITA,613,244109,RESECCION DE LESION ODONTOGENICA SOD,0.00
1132,2,NUEVA EPS CAPITA,614,249100,CONTROL DE HEMORRAGIA DENTAL POS QUIRURGICA SOD +,0.00
1131,2,NUEVA EPS CAPITA,41,579401,INSERCION DE DISPOSITIVO URINARIO (VESICAL),0.00
1130,2,NUEVA EPS CAPITA,42,579501,REEMPLAZO DE DISPOSITIVO URINARIO (VESICAL),0.00
1129,2,NUEVA EPS CAPITA,43,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [DIU],0.00
1128,2,NUEVA EPS CAPITA,615,869500,CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO SOD +,0.00
1127,2,NUEVA EPS CAPITA,75,870001,RADIOGRAFIA DE CRANEO SIMPLE,0.00
1126,2,NUEVA EPS CAPITA,76,870003,RADIOGRAFIA DE BASE DE CRANEO,0.00
1125,2,NUEVA EPS CAPITA,616,870004,RADIOGRAFIA DE SILLA TURCA,0.00
1124,2,NUEVA EPS CAPITA,77,870005,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,0.00
1123,2,NUEVA EPS CAPITA,617,870006,RADIOGRAFIA DE PENASCOS,0.00
1122,2,NUEVA EPS CAPITA,618,870007,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,0.00
1121,2,NUEVA EPS CAPITA,78,870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),0.00
1120,2,NUEVA EPS CAPITA,79,870102,RADIOGRAFIA DE ORBITAS,0.00
1119,2,NUEVA EPS CAPITA,619,870103,RADIOGRAFIA DE AGUJEROS OPTICOS,0.00
1118,2,NUEVA EPS CAPITA,620,870104,RADIOGRAFIA DE MALAR,0.00
1117,2,NUEVA EPS CAPITA,80,870105,RADIOGRAFIA DE ARCO CIGOMATICO,0.00
1116,2,NUEVA EPS CAPITA,81,870107,RADIOGRAFIA DE HUESOS NASALES,0.00
1115,2,NUEVA EPS CAPITA,82,870108,RADIOGRAFIA DE SENOS PARANASALES,0.00
1114,2,NUEVA EPS CAPITA,83,870112,RADIOGRAFIA DE MAXILAR SUPERIOR,0.00
1113,2,NUEVA EPS CAPITA,84,870113,RADIOGRAFIA DE MAXILAR INFERIOR,0.00
1112,2,NUEVA EPS CAPITA,621,870114,RADIOGRAFIA PANORAMICA DE MAXILARES. SUPERIOR E INFERIOR (ORTOPANTOMOGRAFIA),0.00
1111,2,NUEVA EPS CAPITA,85,870131,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR [ATM],0.00
1110,2,NUEVA EPS CAPITA,87,870601,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO,0.00
1109,2,NUEVA EPS CAPITA,88,870602,RADIOGRAFIA DE CAVUM FARINGEO,0.00
1108,2,NUEVA EPS CAPITA,622,870603,RADIOGRAFIA DE FARINGE [FARINGOGRAFIA] +,0.00
1107,2,NUEVA EPS CAPITA,89,871010,RADIOGRAFIA DE COLUMNA CERVICAL,0.00
1106,2,NUEVA EPS CAPITA,90,871019,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,0.00
1105,2,NUEVA EPS CAPITA,91,871020,RADIOGRAFIA DE COLUMNA TORACICA,0.00
1104,2,NUEVA EPS CAPITA,92,871030,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,0.00
1103,2,NUEVA EPS CAPITA,93,871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,0.00
1102,2,NUEVA EPS CAPITA,94,871050,RADIOGRAFIA DE SACRO COCCIX,0.00
1101,2,NUEVA EPS CAPITA,623,871070,RADIOGRAFIA DINAMICA DE COLUMNA VERTEBRAL,0.00
1100,2,NUEVA EPS CAPITA,97,871091,RADIOGRAFIA DE ARTICULACIONES SACROILIACAS,0.00
1099,2,NUEVA EPS CAPITA,98,871111,RADIOGRAFIA DE REJA COSTAL,0.00
1098,2,NUEVA EPS CAPITA,99,871112,RADIOGRAFIA DE ESTERNON,0.00
1097,2,NUEVA EPS CAPITA,100,871121,"RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL)",0.00
1096,2,NUEVA EPS CAPITA,101,871129,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,0.00
1095,2,NUEVA EPS CAPITA,102,872002,RADIOGRAFIA DE ABDOMEN SIMPLE,0.00
1094,2,NUEVA EPS CAPITA,103,873004,RADIOGRAFIA PARA DETECTAR EDAD OSEA [CARPOGRAMA],0.00
1093,2,NUEVA EPS CAPITA,104,873111,RADIOGRAFIA DE OMOPLATO,0.00
1092,2,NUEVA EPS CAPITA,105,873112,RADIOGRAFIA DE CLAVICULA,0.00
1091,2,NUEVA EPS CAPITA,106,873121,RADIOGRAFIA DE HUMERO,0.00
1090,2,NUEVA EPS CAPITA,107,873122,RADIOGRAFIA DE ANTEBRAZO,0.00
1089,2,NUEVA EPS CAPITA,108,873123,RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES SUPERIORES,0.00
1088,2,NUEVA EPS CAPITA,109,873202,RADIOGRAFIA DE ARTICULACIONES ACROMIO CLAVICULARES COMPARATIVAS,0.00
1087,2,NUEVA EPS CAPITA,110,873204,RADIOGRAFIA DE HOMBRO,0.00
1086,2,NUEVA EPS CAPITA,111,873205,RADIOGRAFIA DE CODO,0.00
1085,2,NUEVA EPS CAPITA,112,873206,RADIOGRAFIA DE PUNO O MUNECA,0.00
1084,2,NUEVA EPS CAPITA,113,873210,RADIOGRAFIA DE MANO,0.00
1083,2,NUEVA EPS CAPITA,114,873303,RADIOGRAFIA COMPARATIVA DE PIES CON APOYO (AP Y LATERAL),0.00
1082,2,NUEVA EPS CAPITA,624,873311,RADIOGRAFIA DE ANTEVERSION FEMORAL,0.00
1081,2,NUEVA EPS CAPITA,116,873312,"RADIOGRAFIA DE FEMUR (AP, LATERAL)",0.00
1080,2,NUEVA EPS CAPITA,117,873313,"RADIOGRAFIA DE PIERNA (AP, LATERAL)",0.00
1079,2,NUEVA EPS CAPITA,118,873314,RADIOGRAFIA DE ANTEVERSION TIBIAL,0.00
1078,2,NUEVA EPS CAPITA,119,873333,"RADIOGRAFIA DE PIE (AP, LATERAL Y OBLICUA)",0.00
1077,2,NUEVA EPS CAPITA,120,873335,RADIOGRAFIA DE CALCANEO (AXIAL Y LATERAL),0.00
1076,2,NUEVA EPS CAPITA,121,873340,"RADIOGRAFIA DE MIEMBRO INFERIOR (AP, LATERAL)",0.00
1075,2,NUEVA EPS CAPITA,122,873411,"RADIOGRAFIA DE CADERA O ARTICULACION COXO-FEMORAL (AP, LATERAL)",0.00
1074,2,NUEVA EPS CAPITA,123,873412,RADIOGRAFIA DE CADERA COMPARATIVA,0.00
1073,2,NUEVA EPS CAPITA,124,873420,"RADIOGRAFIA DE RODILLA (AP, LATERAL)",0.00
1072,2,NUEVA EPS CAPITA,126,873431,"RADIOGRAFIA DE TOBILLO (AP, LATERAL Y ROTACION INTERNA)",0.00
1071,2,NUEVA EPS CAPITA,135,890201,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL,0.00
1070,2,NUEVA EPS CAPITA,697,890201-ADULTO,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL DE ADULTO MAYOR,0.00
1069,2,NUEVA EPS CAPITA,698,890201-CYD,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL CYD,0.00
1068,2,NUEVA EPS CAPITA,699,890201-HOMBRES,CONSULTA DE PRIMERA VEZ POR MEDICO A HOMBRES,0.00
1067,2,NUEVA EPS CAPITA,700,890201-JOVEN,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL DE JOVEN,0.00
1066,2,NUEVA EPS CAPITA,701,890201-MUJERES,CONSULTA DE PRIMERA VEZ POR MEDICO A MUJERES,0.00
1065,2,NUEVA EPS CAPITA,702,890201-PYP,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL,0.00
1064,2,NUEVA EPS CAPITA,136,890203,CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL,0.00
1063,2,NUEVA EPS CAPITA,703,890203-PYP,CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL(5315),0.00
1062,2,NUEVA EPS CAPITA,137,890205,CONSULTA DE PRIMERA VEZ POR ENFERMERIA,0.00
1061,2,NUEVA EPS CAPITA,142,890301,CONSULTA DE CONTROL O DE SEGUIMIENTO POR MEDICINA GENERAL,0.00
1060,2,NUEVA EPS CAPITA,704,890301-CPN,CONSULTA DE CONTROL O DE SEGUIMIENTO POR MEDICINA GENERAL DE CPN,0.00
1059,2,NUEVA EPS CAPITA,705,890301-MUJERES,CONSULTA DE CONTROL POR MEDICO A MUJERES,0.00
1058,2,NUEVA EPS CAPITA,143,890303,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ODONTOLOGIA GENERAL,0.00
1057,2,NUEVA EPS CAPITA,144,890305,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA,0.00
1056,2,NUEVA EPS CAPITA,707,890305-CPN,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA DE CPN,0.00
1055,2,NUEVA EPS CAPITA,708,890305-MUJERES,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA A MUJERES,0.00
1054,2,NUEVA EPS CAPITA,709,890305-PYP,CONSULTA DE CONTROL POR MEDICO O ENFEMERA,0.00
1053,2,NUEVA EPS CAPITA,160,892901,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO CERVICOVAGINAL PARA ESTUDIO CITOLOGICO,0.00
1052,2,NUEVA EPS CAPITA,161,892904,TECNICAS DE INSPECCION VISUAL CON ACIDO ACETICO Y LUGOL,0.00
1051,2,NUEVA EPS CAPITA,164,895004,MONITOREO AMBULATORIO DE PRESION ARTERIAL SISTEMICA,0.00
1050,2,NUEVA EPS CAPITA,625,895005,MONITOREO AMBULATORIO DE PRESION ARTERIAL CENTRAL,0.00
1049,2,NUEVA EPS CAPITA,174,901101,BACILOSCOPIA COLORACION ACIDO ALCOHOL-RESISTENTE [ZIEHL-NEELSEN],0.00
1048,2,NUEVA EPS CAPITA,178,901107,COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA,0.00
1047,2,NUEVA EPS CAPITA,713,901107-PYP,COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA *+(5691),0.00
1046,2,NUEVA EPS CAPITA,186,901235,UROCULTIVO (ANTIBIOGRAMA DE DISCO),0.00
1045,2,NUEVA EPS CAPITA,714,901235-PYP,UROCULTIVO [ANTIBIOGRAMA DE DISCO]+(5734),0.00
1044,2,NUEVA EPS CAPITA,187,901236,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA AUTOMATIZADO),0.00
1043,2,NUEVA EPS CAPITA,188,901237,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA MANUAL),0.00
1042,2,NUEVA EPS CAPITA,189,901304,EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA,0.00
1041,2,NUEVA EPS CAPITA,190,901305,EXAMEN DIRECTO PARA HONGOS (KOH),0.00
1040,2,NUEVA EPS CAPITA,627,901306,EXAMEN DIRECTO PARA HONGOS CON CALCOFLUOR§,0.00
1039,2,NUEVA EPS CAPITA,628,901323,MYCOBACTERIUM LEPRAE PRUEBA DE VIABILIDAD,0.00
1038,2,NUEVA EPS CAPITA,629,901324,FILARIA EXAMEN DIRECTO,0.00
1037,2,NUEVA EPS CAPITA,192,901325,EXAMEN DIRECTO DE CUALQUIER MUESTRA,0.00
1036,2,NUEVA EPS CAPITA,630,902042,TIEMPO ACTIVADO DE COAGULACION,0.00
1035,2,NUEVA EPS CAPITA,631,902043,TIEMPO DE COAGULACION,0.00
1034,2,NUEVA EPS CAPITA,197,902045,TIEMPO DE PROTROMBINA [TP],0.00
1033,2,NUEVA EPS CAPITA,198,902049,TIEMPO DE TROMBOPLASTINA PARCIAL [TTP],0.00
1032,2,NUEVA EPS CAPITA,199,902204,ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] MANUAL,0.00
1031,2,NUEVA EPS CAPITA,632,902205,ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] AUTOMATIZADA §,0.00
1030,2,NUEVA EPS CAPITA,200,902206,EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA,0.00
1029,2,NUEVA EPS CAPITA,201,902207,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL,0.00
1028,2,NUEVA EPS CAPITA,715,902207-PYP,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL(34821),0.00
1027,2,NUEVA EPS CAPITA,202,902208,HEMOGRAMA II (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS E INDICES PLAQUETARIOS) SEMIAUTOMATIZADO,0.00
1026,2,NUEVA EPS CAPITA,203,902209,HEMOGRAMA III (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA) AUTOMATIZADO,0.00
1025,2,NUEVA EPS CAPITA,204,902210,HEMOGRAMA IV [HEMOGLOBINA. HEMATOCRITO. RECUENTO DE ERITROCITOS. INDICES ERITROCITARIOS. LEUCOGRAMA. RECUENTO DE PLAQUETAS. INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA E HISTOGRAMA] METODO AUTOMATICO+,0.00
1024,2,NUEVA EPS CAPITA,205,902211,HEMATOCRITO,0.00
1023,2,NUEVA EPS CAPITA,206,902213,HEMOGLOBINA,0.00
1022,2,NUEVA EPS CAPITA,207,902214,HEMOPARASITOS EXTENDIDO DE GOTA GRUESA,0.00
1021,2,NUEVA EPS CAPITA,716,902214-PYP,HEMOPARASITOS. EXTENDIDO DE GOTA GRUESA *+(5858),0.00
1020,2,NUEVA EPS CAPITA,208,902215,HEMOPARASITOS. EXTENDIDO DE SANGRE PERIFERICA *+,0.00
1019,2,NUEVA EPS CAPITA,209,902216,LEUCOGRAMA (RECUENTO TOTAL Y DIFERENCIAL),0.00
1018,2,NUEVA EPS CAPITA,211,902220,RECUENTO DE PLAQUETAS AUTOMATIZADO,0.00
